N,P,K,temperature,humidity,ph,rainfall,label
19,15,36,23.1793,86.6629,6.21,103.0194,pomegranate
4,25,42,24.0928,89.2792,5.9662,88.4585,pomegranate
35,29,37,19.4395,84.9489,6.5075,104.2281,pomegranate
29,9,32,23.2108,87.2021,6.8058,101.2418,pomegranate
1,17,43,19.842,89.6424,6.4431,112.3287,pomegranate
17,21,42,24.0453,87.3196,6.3804,103.5686,pomegranate
0,15,40,19.2483,87.422,5.7431,110.5205,pomegranate
20,18,39,21.7981,85.491,6.7608,109.0745,pomegranate
29,7,37,23.6189,87.3071,5.8231,107.7713,pomegranate
15,25,38,18.6713,87.3059,6.2379,101.327,pomegranate
29,29,45,21.5057,87.827,6.9706,110.5832,pomegranate
33,13,41,22.7203,90.022,6.3801,112.7779,pomegranate
14,28,41,22.4149,86.0775,5.8888,114.8229,pomegranate
24,19,45,23.3986,89.3856,6.8602,95.9227,pomegranate
14,25,38,23.9077,87.2325,6.6763,112.284,pomegranate
17,19,42,19.2568,88.7056,5.7483,100.4756,pomegranate
31,7,44,18.9138,85.6442,6.8497,105.8088,pomegranate
15,10,43,24.1431,87.5834,6.3605,105.1342,pomegranate
24,10,40,18.5737,89.9691,7.0024,103.1582,pomegranate
23,28,44,24.6106,86.53,5.7947,111.3066,pomegranate
32,13,31,21.7715,87.3818,6.5922,108.5488,pomegranate
2,20,44,18.8765,84.0592,7.1256,107.1202,pomegranate
8,10,41,24.4355,88.6164,7.1336,108.3882,pomegranate
16,24,40,19.5255,88.431,6.0772,99.1732,pomegranate
23,25,33,21.54,86.775,5.7547,106.0163,pomegranate
25,20,47,21.906,87.1263,6.8274,99.209,pomegranate
9,14,40,21.8845,89.9071,6.9217,102.9173,pomegranate
32,18,40,21.6923,90.9559,5.9624,100.7382,pomegranate
8,16,40,22.5004,86.428,6.4303,99.4552,pomegranate
5,26,44,22.7819,87.2221,5.647,107.3271,pomegranate
3,10,45,23.8154,85.6925,6.514,101.7006,pomegranate
14,20,40,23.1356,90.2619,7.047,100.1574,pomegranate
4,20,40,21.1687,85.0422,7.0788,103.2496,pomegranate
39,5,42,21.9666,87.1825,6.3162,109.0258,pomegranate
18,21,41,18.7088,88.5951,7.0399,107.5677,pomegranate
28,13,40,25.3782,87.2921,6.8054,107.8388,pomegranate
9,12,43,23.3525,85.1743,5.5043,107.6924,pomegranate
14,10,37,25.1898,86.3672,7.0513,105.8556,pomegranate
6,22,36,24.5359,86.0629,6.7337,110.3483,pomegranate
16,18,33,19.0769,85.984,6.7526,108.0874,pomegranate
3,27,39,23.0892,84.6955,6.6731,105.1366,pomegranate
0,28,44,17.8462,86.4338,5.5919,102.6936,pomegranate
35,5,37,20.3563,88.0415,6.6537,104.4056,pomegranate
1,7,41,24.4503,90.2551,5.6763,101.7042,pomegranate
24,28,37,21.5045,88.9899,5.5505,98.8561,pomegranate
38,29,34,23.0745,87.2105,5.6452,106.6903,pomegranate
35,9,39,24.2631,89.0957,5.6661,92.3464,pomegranate
23,11,39,18.3404,86.0175,6.369,102.9111,pomegranate
19,11,33,19.2593,89.255,6.3777,99.1507,pomegranate
9,12,43,23.0621,89.2798,5.5914,103.9248,pomegranate
32,23,39,18.6812,89.3153,6.3754,113.7121,pomegranate
37,31,42,18.0052,86.0766,5.7409,98.7571,pomegranate
16,18,41,17.7992,88.5604,6.4319,108.2367,pomegranate
40,22,42,22.8993,89.1579,6.6803,102.4519,pomegranate
4,6,32,22.9349,88.4898,6.5445,108.0811,pomegranate
38,25,44,20.3554,89.4045,6.5489,114.8885,pomegranate
38,18,39,20.2792,89.6564,5.6716,104.8276,pomegranate
23,24,38,25.4631,87.5355,5.5173,109.0833,pomegranate
25,16,42,17.9362,88.3949,6.9895,106.5613,pomegranate
40,15,40,24.4419,84.0787,5.7178,110.9131,pomegranate
0,23,43,22.2183,88.6041,5.9261,99.3081,pomegranate
30,18,42,21.904,86.7545,6.8205,96.4139,pomegranate
29,14,41,19.595,87.4208,6.8482,103.2001,pomegranate
23,23,37,23.7062,86.3414,6.538,110.1927,pomegranate
22,16,37,20.3873,88.4485,6.0225,98.093,pomegranate
33,16,39,23.4676,88.3665,6.9422,106.386,pomegranate
31,21,45,19.437,87.8065,5.7994,106.0658,pomegranate
12,19,39,21.0094,88.8761,6.2872,102.4943,pomegranate
30,18,39,18.1901,86.5795,6.9417,110.3756,pomegranate
28,19,40,19.0753,86.9821,7.286,105.2127,pomegranate
17,15,34,23.0573,88.5485,6.5876,106.7356,pomegranate
11,25,35,19.9674,87.1933,6.3539,104.5591,pomegranate
4,18,38,22.685,88.0458,6.7102,104.9168,pomegranate
1,20,42,23.072,88.2247,5.8238,104.9355,pomegranate
9,12,45,22.6269,88.8598,6.2517,96.1089,pomegranate
30,23,37,21.0597,86.5481,6.4464,109.4777,pomegranate
32,25,41,20.6417,90.2875,5.8995,99.4313,pomegranate
36,13,40,19.8595,85.5951,6.2772,104.5307,pomegranate
26,22,39,23.4634,90.3392,6.9601,101.544,pomegranate
35,10,43,21.6746,87.7904,5.9167,103.3983,pomegranate
15,6,36,21.6725,86.4721,5.7258,105.7405,pomegranate
28,10,37,23.744,88.0886,6.9849,94.4294,pomegranate
16,22,43,23.1311,88.1307,6.8028,108.7676,pomegranate
13,7,35,19.4237,88.001,6.277,102.278,pomegranate
14,8,35,24.6985,91.5164,6.4813,101.272,pomegranate
13,13,44,24.0277,86.9846,5.6604,107.8686,pomegranate
22,16,40,18.5015,84.8587,7.0392,114.7033,pomegranate
39,6,36,18.7467,87.5618,6.8237,105.0754,pomegranate
31,12,40,19.3592,88.8204,6.5086,106.7982,pomegranate
23,22,41,18.9795,88.391,5.8002,104.4052,pomegranate
1,27,41,19.6535,85.5509,5.8254,98.0541,pomegranate
7,24,36,22.9483,87.8344,6.2998,101.6717,pomegranate
106,92,45,25.0716,79.0117,5.8,88.9558,banana
102,91,53,27.9992,82.8301,5.7294,99.4311,banana
115,78,50,24.336,78.2801,5.6088,88.4938,banana
108,86,52,28.7447,77.7708,5.7647,98.2885,banana
97,90,52,26.2353,83.5813,5.8724,103.0875,banana
116,74,47,27.7392,85.3702,6.2396,113.8794,banana
118,83,54,24.6714,80.2531,6.2047,103.3254,banana
116,83,50,28.8763,81.9548,6.4958,121.1423,banana
111,89,43,28.9431,79.9482,5.8386,107.227,banana
115,79,54,26.5202,83.0082,6.5567,97.0493,banana
113,90,48,29.0945,79.2484,5.5063,101.5145,banana
115,89,47,26.3834,76.2575,6.3823,92.7531,banana
106,95,47,26.1997,82.2978,5.9891,112.2687,banana
80,88,47,26.796,83.4923,5.4456,90.1177,banana
115,88,51,26.317,77.4313,5.9392,114.7289,banana
85,85,49,28.9838,84.3402,5.9837,94.6397,banana
103,78,54,27.5112,76.7106,5.381,95.869,banana
122,81,56,24.6107,81.7535,6.1774,111.5661,banana
89,89,48,28.3721,82.4543,6.2164,100.3381,banana
120,89,46,29.3162,76.5306,6.2293,95.0489,banana
119,92,56,25.9389,77.2876,6.0306,90.733,banana
111,88,49,26.0972,77.0992,5.9465,92.23,banana
83,83,43,29.1812,84.1226,5.6649,84.8849,banana
106,94,49,28.629,76.0451,5.6958,110.1623,banana
88,87,54,27.8303,74.2282,5.4426,98.0382,banana
108,82,50,25.9589,76.5851,6.2063,105.8917,banana
83,80,47,27.091,78.5966,6.1676,102.6765,banana
119,90,56,26.5321,76.3662,5.9403,100.4396,banana
80,92,44,29.3438,80.7961,6.4399,91.0533,banana
96,85,44,26.6958,74.3544,6.1529,109.1187,banana
81,90,52,26.3001,83.4113,5.5849,76.7217,banana
116,74,53,27.7993,82.9484,6.0438,94.7218,banana
111,88,49,26.2011,84.8519,6.2938,102.5194,banana
106,86,48,26.7088,83.1995,6.2121,104.4911,banana
98,80,45,28.1768,75.6499,6.4485,109.0048,banana
109,81,42,26.5118,75.2331,6.1832,98.215,banana
79,79,50,27.2155,79.0489,6.2906,89.1984,banana
90,79,47,25.7265,78.1525,5.7303,105.6063,banana
106,82,45,26.8658,83.9923,5.9779,108.3027,banana
103,87,54,26.3083,81.3164,5.7823,109.1565,banana
109,84,52,28.2593,75.2492,5.8827,103.6236,banana
118,94,52,28.7582,80.8686,6.2163,102.9421,banana
120,90,50,29.1848,81.8562,6.4652,89.9895,banana
91,75,49,26.7453,81.916,6.2767,104.1037,banana
92,90,49,28.9293,77.2449,5.9933,99.9061,banana
92,81,53,28.1968,83.0863,5.7577,114.9971,banana
85,86,51,25.9152,79.7443,5.9668,105.7338,banana
111,95,48,25.5791,79.346,5.5191,90.5944,banana
89,73,53,25.8477,84.715,5.9658,98.9759,banana
100,86,47,25.4403,77.2435,6.3721,120.861,banana
113,81,56,25.9545,82.9016,6.1975,115.5703,banana
93,84,51,28.3209,82.7882,5.897,98.904,banana
111,92,45,25.617,84.1425,6.0501,110.9129,banana
122,90,55,26.0949,81.4649,6.3304,85.8423,banana
110,88,50,27.8532,80.9797,5.9273,97.1548,banana
116,85,51,26.6135,76.8293,6.1478,108.7181,banana
98,89,49,27.9112,84.6586,6.5089,106.1549,banana
119,83,56,27.7959,75.7406,6.1344,106.2597,banana
101,90,51,27.7107,77.1073,5.5775,105.2952,banana
87,88,53,25.8689,84.6291,6.4629,116.6045,banana
92,79,52,24.6152,80.0204,6.3435,113.3617,banana
93,84,52,27.6107,83.1548,5.4415,107.1972,banana
97,92,54,26.686,80.1541,5.9284,116.9654,banana
108,72,47,28.4614,83.4505,5.7987,95.7387,banana
119,81,46,26.5883,78.9677,5.9946,113.0459,banana
112,86,46,25.6768,76.4689,5.6319,90.0694,banana
88,76,51,28.7046,76.0087,5.8321,114.9747,banana
112,89,55,28.7729,81.2236,6.0713,96.7623,banana
87,88,47,29.0071,76.5783,6.1234,122.4877,banana
81,84,50,27.0806,82.5884,5.9996,88.1373,banana
118,88,52,28.6847,80.8058,5.429,101.5241,banana
111,91,48,27.0965,79.7878,6.1575,117.9256,banana
89,87,46,27.0407,80.6449,6.329,103.9303,banana
84,81,52,28.8987,75.7817,6.3878,93.9257,banana
104,83,49,26.0862,76.5825,5.9617,111.7765,banana
92,84,56,25.2466,81.7504,6.4902,98.8409,banana
106,83,44,28.9708,82.5393,6.4856,104.4543,banana
91,91,47,25.6673,79.3992,5.7976,108.1464,banana
113,81,53,26.5075,84.9873,6.502,109.08,banana
108,88,50,26.6802,77.5971,5.8974,106.5851,banana
101,84,50,29.4905,85.0617,6.3937,103.7938,banana
96,81,45,26.3344,82.8308,5.4714,89.491,banana
83,85,50,29.6135,82.352,6.2016,103.0373,banana
87,84,48,27.7979,78.3289,5.6492,115.218,banana
122,79,52,28.5628,79.129,5.6558,111.4953,banana
117,77,48,25.3282,76.4349,6.1496,106.8236,banana
83,94,52,27.5721,80.7007,5.9431,107.4253,banana
109,85,48,25.2343,77.7822,6.1442,106.2835,banana
92,86,52,26.426,83.1411,6.0749,103.1084,banana
113,85,49,26.1265,77.445,6.3327,99.1699,banana
100,89,50,28.1201,84.8427,5.8318,104.2529,banana
103,80,56,25.468,85.6999,5.7042,93.1438,banana
97,88,48,25.0894,83.4794,6.1611,111.0545,banana
93,91,48,27.8684,83.6154,6.3071,111.8869,banana
90,85,56,26.6241,83.728,6.2421,99.3763,banana
113,95,54,26.9813,85.9351,5.8703,96.6208,banana
85,86,49,25.2277,77.3043,5.7507,89.1132,banana
117,82,45,25.5721,74.4223,6.6582,89.536,banana
94,94,51,27.751,84.1083,5.5262,94.2731,banana
100,93,49,26.4135,78.1379,5.6139,95.4913,banana
39,24,33,30.2701,50.0282,5.363,94.7306,mango
7,37,25,32.3076,49.7933,6.7009,100.0027,mango
8,23,33,27.6066,53.0722,6.257,98.7949,mango
19,30,32,30.7015,54.412,4.8422,103.8324,mango
19,33,35,35.7885,46.3666,6.6442,104.9587,mango
21,36,31,30.2103,45.6644,5.4948,98.0406,mango
26,31,31,27.8772,52.1932,5.9076,96.9821,mango
18,20,30,30.3165,46.9901,6.0726,93.3983,mango
30,33,26,28.0491,52.6835,6.4236,80.1183,mango
16,19,25,33.8545,48.2894,5.9967,86.2105,mango
24,33,31,34.8511,52.417,5.6115,91.7413,mango
23,22,24,36.2288,53.7915,4.7574,93.1431,mango
2,36,29,36.7092,49.5777,5.625,105.7549,mango
7,32,31,32.8084,46.2141,6.108,92.7747,mango
5,36,30,34.0962,48.3781,5.3366,101.3595,mango
5,25,31,30.8112,55.8315,6.2457,82.539,mango
15,25,28,31.9061,53.5915,5.5058,85.186,mango
20,31,29,33.5766,49.9627,5.2924,91.9767,mango
38,21,29,29.8715,51.461,5.262,98.0609,mango
30,26,30,28.9585,48.6496,4.4644,95.2845,mango
35,36,32,26.9508,47.2268,6.4243,92.5818,mango
18,27,31,34.7511,44.5056,5.6154,99.2292,mango
10,30,28,28.8778,54.8176,4.9436,93.0224,mango
8,35,27,27.6982,51.581,5.0428,89.7639,mango
17,18,23,30.1919,53.3641,6.3552,94.9355,mango
40,27,31,30.5427,49.9872,6.6014,92.9272,mango
2,35,31,29.1908,52.2315,6.0854,86.444,mango
22,23,31,34.2486,51.8238,5.1464,99.0661,mango
6,21,32,27.1181,49.7961,6.8061,90.9717,mango
30,24,33,28.0237,54.097,5.9129,105.0806,mango
24,20,36,33.3273,49.6745,5.8003,96.5862,mango
20,26,29,34.0693,50.1367,4.4737,88.8317,mango
20,35,34,31.4631,49.4819,4.7306,88.3157,mango
29,29,26,33.8723,46.4744,6.3498,92.9451,mango
28,26,34,33.7186,51.045,6.4276,97.4017,mango
9,34,35,34.1786,52.2768,4.8455,98.6025,mango
29,43,35,35.4421,50.2853,6.3689,98.8711,mango
29,34,33,32.091,53.4366,5.6779,94.0337,mango
4,33,36,31.4966,49.472,5.7156,87.1745,mango
27,20,28,32.7106,53.839,6.5703,96.5572,mango
3,24,30,31.5717,44.4905,6.9044,88.4871,mango
3,29,26,27.831,50.7842,5.1769,97.0837,mango
11,17,27,35.9945,50.2176,6.3454,93.4955,mango
37,22,30,34.2729,49.2317,4.6817,94.9326,mango
19,21,30,31.1891,52.8191,4.6386,94.378,mango
23,18,25,32.6071,55.4435,4.8855,88.2936,mango
3,31,30,35.3953,49.4454,6.2921,96.5467,mango
25,43,34,26.9746,47.6226,5.94,94.5251,mango
29,24,31,27.6117,47.7311,6.2442,96.9131,mango
10,18,30,33.4475,47.3454,4.5876,103.301,mango
0,16,28,32.6885,47.2522,5.8876,95.6719,mango
11,26,32,27.8452,53.6862,5.8431,92.7768,mango
24,34,34,33.0042,45.8888,5.3722,78.9043,mango
17,34,33,27.604,54.4503,5.0517,93.2128,mango
19,32,32,29.939,47.8414,6.5626,98.7629,mango
4,19,32,33.6569,50.6614,5.4935,83.1431,mango
23,25,34,34.0949,49.0545,6.6719,91.9047,mango
5,15,32,30.7058,45.5881,5.4406,95.7204,mango
24,39,23,36.2201,53.4588,6.132,93.2317,mango
39,21,32,28.0521,51.2442,5.5569,85.5158,mango
21,41,35,36.1077,53.8473,6.696,86.3666,mango
17,33,26,31.1207,46.0772,6.737,96.7692,mango
37,21,36,28.6368,47.733,5.5412,89.3012,mango
24,16,33,31.8857,45.6934,5.5572,99.0358,mango
14,29,35,33.0034,49.3232,5.1387,101.4386,mango
17,35,29,31.2641,53.0052,5.922,102.7409,mango
25,27,23,30.4255,49.8939,5.6343,97.4665,mango
34,19,33,29.1082,48.7551,5.9004,92.4615,mango
33,39,30,33.1346,46.0886,6.1794,103.0677,mango
39,36,33,28.1017,50.9149,4.8033,95.0753,mango
3,31,25,33.4907,52.4415,5.7137,93.5845,mango
25,34,27,27.8829,48.3309,5.4707,88.5925,mango
6,31,29,32.0443,54.7305,4.879,99.5265,mango
41,24,27,32.348,51.7688,5.6854,99.7908,mango
12,32,34,31.1306,51.6262,6.5758,93.4339,mango
28,24,29,35.8451,52.8701,6.5374,84.3908,mango
5,29,30,36.2267,55.2822,6.9167,93.881,mango
33,18,33,31.482,45.428,4.9626,92.4988,mango
26,31,29,31.033,53.495,5.3326,84.2554,mango
30,40,29,34.2487,52.0226,6.9434,97.9974,mango
37,35,37,34.2651,45.422,5.3193,89.3681,mango
37,27,26,35.285,48.2523,5.6856,90.9042,mango
30,17,29,29.3076,51.4144,6.2741,95.5434,mango
32,31,32,33.994,51.194,5.1421,97.3402,mango
8,31,35,33.2857,48.1671,6.9098,100.9226,mango
34,27,29,29.1967,53.086,6.878,91.9972,mango
11,19,30,28.3855,55.3484,5.226,85.514,mango
36,29,36,27.806,49.3286,6.9295,98.3543,mango
38,33,31,27.2559,45.7403,5.6403,95.8842,mango
6,20,33,27.5889,49.1305,4.4112,98.8265,mango
33,26,25,33.8049,55.5877,4.8691,87.8883,mango
19,25,31,34.4668,49.8941,4.7786,87.591,mango
40,31,32,31.19,49.8421,6.4532,92.5119,mango
25,26,35,31.4678,51.588,4.9834,99.5434,mango
17,39,27,36.3018,45.4119,6.3835,93.8483,mango
36,28,32,32.02,46.9233,5.6441,96.2255,mango
14,37,34,32.8359,48.6864,4.5401,98.3191,mango
2,23,23,35.7028,49.8078,6.4982,87.2932,mango
3,16,31,31.7268,51.8288,6.0605,91.5887,mango
39,24,33,28.735,51.7345,4.728,80.7065,mango
38,141,204,8.6718,81.1945,5.6653,62.5161,grapes
19,146,205,24.3835,84.9083,6.0777,64.564,grapes
23,134,197,24.2414,80.9096,6.1722,75.1396,grapes
35,123,206,12.8429,80.1231,5.9074,72.8581,grapes
31,123,196,8.3336,82.171,6.0966,71.1508,grapes
34,124,197,16.7335,82.6324,6.4761,63.8572,grapes
28,138,196,9.8152,83.0479,6.2945,74.9273,grapes
36,122,197,40.2605,83.1634,5.6935,67.7091,grapes
36,140,193,20.9474,80.6695,6.0638,72.7773,grapes
31,141,200,39.001,82.9863,6.247,74.3352,grapes
35,144,197,18.8062,82.1265,5.6958,68.9938,grapes
28,131,195,35.8167,83.5237,6.1811,62.751,grapes
28,126,198,26.9834,84.1515,6.0285,61.8097,grapes
28,123,198,37.7577,80.8471,5.6772,66.2364,grapes
18,122,199,23.5096,85.0793,6.1487,68.6279,grapes
27,147,202,33.6918,83.5152,6.3816,77.9881,grapes
42,127,199,26.8681,80.1272,5.5063,73.9205,grapes
40,129,194,16.0561,83.9752,5.7394,71.2635,grapes
29,133,207,30.3252,84.4019,6.2485,69.3149,grapes
39,126,193,9.6138,84.4537,6.3519,67.3626,grapes
36,134,202,28.2571,78.4916,6.2583,75.6197,grapes
36,121,198,41.8608,84.174,6.4558,75.5076,grapes
36,125,198,16.8189,80.368,5.7825,73.2778,grapes
31,145,194,24.4782,79.9122,5.6591,68.2011,grapes
27,119,204,38.024,80.6701,6.0909,63.0485,grapes
30,130,198,27.7772,80.276,5.6564,72.8008,grapes
34,125,203,22.0062,81.9379,5.819,66.2129,grapes
22,147,203,35.5815,80.0433,5.7686,75.1596,grapes
31,122,205,38.4698,84.603,6.2496,66.4891,grapes
31,137,204,29.0619,80.8145,6.4269,67.2762,grapes
31,136,200,15.3492,84.2572,6.2172,69.745,grapes
30,137,195,33.6964,81.0353,5.9908,62.0942,grapes
22,132,199,40.9504,84.1277,5.8618,81.0401,grapes
30,121,203,36.1835,81.6251,6.1656,78.0105,grapes
27,120,199,31.8742,85.3508,5.7873,75.8462,grapes
23,139,201,34.6397,81.0992,5.8929,79.7093,grapes
28,120,203,24.8695,81.7043,6.1863,76.722,grapes
39,121,205,28.8287,80.9518,5.9075,69.0448,grapes
37,136,205,10.5415,81.1926,6.0055,64.5032,grapes
29,139,201,8.6352,82.8908,6.1166,62.0462,grapes
38,127,193,10.661,81.8053,5.998,61.9149,grapes
32,143,199,21.2522,81.848,5.4878,69.4306,grapes
17,140,203,15.2531,82.1385,5.988,68.61,grapes
22,126,198,24.8198,84.5687,6.2444,72.0733,grapes
39,138,202,29.4181,86.024,5.6896,71.237,grapes
38,141,201,19.1984,83.3351,5.935,53.9404,grapes
23,139,194,29.2496,80.1525,5.8954,71.2742,grapes
35,144,196,37.7187,80.6248,6.4353,65.8653,grapes
34,131,197,42.1543,83.5813,5.9328,73.5547,grapes
30,131,203,17.1147,81.3424,6.3418,69.376,grapes
31,131,195,37.4225,82.2089,6.0917,77.6802,grapes
40,128,208,34.0573,83.1429,5.772,60.7159,grapes
27,126,197,19.8724,82.3408,5.5652,76.837,grapes
40,125,192,31.3457,80.9491,5.5867,71.413,grapes
23,125,196,22.3996,80.5835,6.1834,71.4514,grapes
26,142,203,19.9788,80.595,6.159,67.9719,grapes
37,126,202,36.2455,79.6639,5.6971,65.5866,grapes
27,134,205,28.5654,79.768,5.4886,75.4683,grapes
32,145,197,11.5967,83.3166,5.8242,69.6911,grapes
28,145,199,37.645,81.7428,5.838,69.5166,grapes
37,140,195,19.3745,82.1253,5.6079,70.0185,grapes
18,121,199,19.0247,82.4451,6.3611,68.7401,grapes
31,128,195,8.6616,81.2019,5.7357,74.7376,grapes
20,123,201,32.5625,81.1918,5.3823,82.3161,grapes
38,145,194,12.5809,82.558,6.3502,61.752,grapes
27,131,205,35.2111,83.904,5.739,65.9228,grapes
23,135,201,9.6755,80.2543,6.172,74.9746,grapes
24,142,200,19.4376,81.1461,6.3219,73.7529,grapes
31,134,197,19.6838,82.6036,6.4174,68.4691,grapes
23,139,200,9.8994,80.7592,5.9493,66.4061,grapes
30,137,204,15.0902,80.5695,6.4475,70.1488,grapes
36,139,203,19.9877,80.7858,5.8575,70.2436,grapes
40,135,207,41.6739,80.8443,5.8819,67.6983,grapes
25,139,206,10.3738,82.6662,5.8616,68.47,grapes
27,121,198,20.2362,83.8441,5.9735,65.2663,grapes
21,132,207,33.5493,80.6406,6.1855,75.5967,grapes
29,122,202,21.2453,83.4352,5.9428,79.4622,grapes
37,129,203,10.8048,80.0964,6.0274,72.937,grapes
24,127,202,8.151,81.4074,6.465,71.7974,grapes
41,127,198,31.9329,82.2679,6.5061,69.6331,grapes
27,126,199,36.5238,81.3291,5.7681,55.7656,grapes
38,127,195,11.8259,84.2922,6.0392,76.7014,grapes
31,123,197,41.0891,82.6259,5.6969,72.8355,grapes
37,132,202,22.3956,81.7493,6.4632,63.3536,grapes
36,134,197,26.4094,83.6461,6.207,68.4326,grapes
31,143,194,19.5436,79.124,5.8113,78.9957,grapes
38,130,202,31.9016,82.4143,6.0772,85.9933,grapes
24,142,209,38.3306,82.0706,5.847,73.1803,grapes
18,122,203,22.0536,80.9552,6.2473,65.5693,grapes
35,125,199,26.0175,85.1484,6.3739,68.8936,grapes
27,130,200,12.8591,81.1242,5.4647,73.8085,grapes
21,131,205,27.6779,83.3335,5.8214,64.5688,grapes
36,127,205,10.7064,79.7246,5.9232,68.5167,grapes
30,132,200,29.224,82.4669,5.7641,66.189,grapes
36,132,195,35.0526,80.1751,6.1289,70.4682,grapes
27,123,203,29.3817,83.0039,6.4726,62.3401,grapes
28,138,200,31.8802,82.1954,5.7072,60.3469,grapes
23,139,199,9.3529,82.3634,6.3903,74.1618,grapes
33,128,199,38.6629,80.8013,5.8999,71.8008,grapes
27,147,203,37.1718,82.3093,6.4651,60.477,grapes
98,14,49,24.8223,82.0464,7.1344,53.1216,watermelon
93,6,46,27.1376,83.105,6.8512,40.0658,watermelon
80,23,48,25.8916,84.2694,6.1338,47.0071,watermelon
87,29,52,25.8397,85.3066,6.6067,48.3889,watermelon
84,9,52,25.7339,83.65,6.3493,39.6451,watermelon
100,26,55,25.9039,84.5541,6.364,52.3139,watermelon
94,26,51,25.3643,84.8237,6.9309,57.4297,watermelon
89,24,50,26.8737,82.4467,6.039,60.6567,watermelon
90,16,51,25.8671,84.6501,6.0763,43.2984,watermelon
87,29,51,25.0212,88.5682,6.4319,42.1428,watermelon
90,22,52,24.5108,90.1182,6.93,52.7968,watermelon
93,12,55,24.0679,88.419,6.7052,54.4048,watermelon
90,32,45,25.5098,84.4261,6.1427,57.0788,watermelon
90,14,49,26.8243,81.5686,6.8222,43.566,watermelon
87,11,51,25.3313,79.9175,6.8886,47.4674,watermelon
85,27,54,25.2154,86.3896,6.4444,55.7306,watermelon
83,14,56,24.914,89.6239,6.2323,52.0787,watermelon
93,9,51,24.6017,82.6943,6.9926,44.1311,watermelon
97,28,56,26.4251,84.7902,6.2838,49.0036,watermelon
88,30,58,25.9137,81.2433,5.9481,43.6339,watermelon
80,20,54,27.4028,88.0206,6.7022,59.1799,watermelon
82,29,55,26.9552,83.1543,6.626,42.4431,watermelon
82,28,52,25.0527,91.1267,6.7986,42.5795,watermelon
82,26,45,24.7637,85.9605,6.7104,44.9081,watermelon
94,21,45,27.4335,81.8821,6.7691,44.9053,watermelon
99,9,47,25.1256,83.5987,6.5449,46.6775,watermelon
93,22,56,24.1007,86.5596,6.2358,47.9661,watermelon
86,14,46,25.6004,85.2217,6.7112,40.8925,watermelon
81,18,57,26.973,82.5025,6.8686,50.9616,watermelon
80,28,42,25.5727,88.466,6.6996,34.9929,watermelon
97,7,49,25.1073,80.1496,5.992,50.9743,watermelon
98,17,51,24.1953,87.9339,6.9564,41.9091,watermelon
81,9,55,23.7148,81.6182,6.6226,46.6855,watermelon
92,18,53,26.2349,81.3918,5.9181,40.4548,watermelon
96,23,53,25.4888,80.2255,6.0608,59.9318,watermelon
78,11,55,25.112,84.1255,6.4289,52.4267,watermelon
79,21,53,25.5583,83.8048,6.1577,56.1646,watermelon
85,23,57,26.1812,88.5744,6.3323,51.0351,watermelon
91,7,52,25.2936,86.7901,6.1552,56.0485,watermelon
79,9,50,24.5883,80.0121,6.5176,41.2943,watermelon
85,25,55,25.3938,83.6585,6.2304,49.3,watermelon
92,20,53,24.8469,89.3137,6.6406,45.0759,watermelon
97,13,48,25.2801,84.0519,6.4339,51.1427,watermelon
100,28,54,25.6362,86.7458,6.2641,42.8567,watermelon
92,17,55,27.7701,86.4054,7.0155,41.2264,watermelon
93,19,53,25.2039,85.3963,6.7645,57.7017,watermelon
94,12,47,25.6281,86.2841,6.442,48.1782,watermelon
93,8,46,25.9284,85.7066,6.2242,50.8201,watermelon
92,15,54,23.5019,85.449,6.3941,52.5852,watermelon
91,12,56,27.0277,88.2314,6.9455,41.737,watermelon
96,7,51,25.7411,81.5563,6.883,39.0152,watermelon
83,19,57,23.9741,81.8661,6.4439,46.1134,watermelon
100,26,48,26.9742,88.0065,6.1033,34.7471,watermelon
99,6,49,26.3807,87.2514,5.9117,37.0944,watermelon
81,13,50,24.2249,81.5965,6.8072,52.4634,watermelon
100,8,56,25.1114,81.9984,6.7106,47.2087,watermelon
82,24,47,24.7463,85.5568,6.6092,42.2575,watermelon
98,8,57,26.0708,80.9646,6.6603,58.798,watermelon
93,13,53,24.4381,84.1143,6.1568,49.6805,watermelon
87,17,54,23.2585,79.123,6.5675,41.8243,watermelon
101,24,48,25.0817,81.4765,5.9591,62.5717,watermelon
99,26,55,27.6086,87.6785,6.8678,49.2472,watermelon
92,28,47,26.3996,89.8608,6.4182,49.3677,watermelon
96,18,54,26.3735,87.7843,6.7422,44.0806,watermelon
84,18,50,27.6287,89.175,5.9498,58.8439,watermelon
78,30,53,24.1831,82.2129,6.4032,52.6935,watermelon
94,18,50,27.1893,79.6228,6.3956,56.0195,watermelon
87,30,52,25.3074,83.4029,6.1757,62.988,watermelon
98,23,53,24.4645,81.657,6.8245,69.4041,watermelon
89,9,53,25.4466,85.0295,6.4573,69.1744,watermelon
83,22,45,24.2457,81.8553,6.3299,45.3648,watermelon
78,22,54,24.3443,83.7108,6.9404,35.0099,watermelon
84,30,52,25.3167,82.2072,6.6542,68.8143,watermelon
89,20,50,24.1048,90.2997,7.0039,50.3315,watermelon
82,5,45,24.7487,80.5894,6.2351,37.3588,watermelon
84,10,46,25.1682,88.2654,6.7238,32.7095,watermelon
87,26,48,24.9065,87.8323,6.8195,53.7381,watermelon
96,10,52,25.6785,81.1328,6.549,52.3126,watermelon
